ReverseA,17000,00:00:00.2024920
ReverseB,17000,00:00:00.0000299
ReverseXor,17000,00:00:00.0000577
ReverseA,17000,00:00:00.2007962
ReverseB,17000,00:00:00.0000251
ReverseXor,17000,00:00:00.0000610
ReverseA,17000,00:00:00.1979875
ReverseB,17000,00:00:00.0000309
ReverseXor,17000,00:00:00.0000605
ReverseA,17000,00:00:00.2001951
ReverseB,17000,00:00:00.0000309
ReverseXor,17000,00:00:00.0000406
ReverseA,17000,00:00:00.2001048
ReverseB,17000,00:00:00.0000298
ReverseXor,17000,00:00:00.0000405
ReverseA,18000,00:00:00.2270380
ReverseB,18000,00:00:00.0000374
ReverseXor,18000,00:00:00.0000432
ReverseA,18000,00:00:00.2274104
ReverseB,18000,00:00:00.0000222
ReverseXor,18000,00:00:00.0000551
ReverseA,18000,00:00:00.2304377
ReverseB,18000,00:00:00.0000440
ReverseXor,18000,00:00:00.0000652
ReverseA,18000,00:00:00.2249131
ReverseB,18000,00:00:00.0000334
ReverseXor,18000,00:00:00.0000598
ReverseA,18000,00:00:00.2293156
ReverseB,18000,00:00:00.0000318
ReverseXor,18000,00:00:00.0000643
ReverseA,18000,00:00:00.2219683
ReverseB,18000,00:00:00.0000316
ReverseXor,18000,00:00:00.0000644
ReverseA,18000,00:00:00.2271998
ReverseB,18000,00:00:00.0000322
ReverseXor,18000,00:00:00.0000650
ReverseA,18000,00:00:00.2349344
ReverseB,18000,00:00:00.0000320
ReverseXor,18000,00:00:00.0000858
ReverseA,18000,00:00:00.2401638
ReverseB,18000,00:00:00.0000461
ReverseXor,18000,00:00:00.0000669
ReverseA,18000,00:00:00.2244242
ReverseB,18000,00:00:00.0000366
ReverseXor,18000,00:00:00.0000648
ReverseA,19000,00:00:00.2507707
ReverseB,19000,00:00:00.0000224
ReverseXor,19000,00:00:00.0000458
ReverseA,19000,00:00:00.2661682
ReverseB,19000,00:00:00.0000366
ReverseXor,19000,00:00:00.0000682
ReverseA,19000,00:00:00.2538682
ReverseB,19000,00:00:00.0000234
ReverseXor,19000,00:00:00.0000685
ReverseA,19000,00:00:00.2773237
ReverseB,19000,00:00:00.0000224
ReverseXor,19000,00:00:00.0000764
ReverseA,19000,00:00:00.2560432
ReverseB,19000,00:00:00.0000225
ReverseXor,19000,00:00:00.0000689
ReverseA,19000,00:00:00.2476086
ReverseB,19000,00:00:00.0000335
ReverseXor,19000,00:00:00.0000683
ReverseA,19000,00:00:00.2501258
ReverseB,19000,00:00:00.0000352
ReverseXor,19000,00:00:00.0000685
ReverseA,19000,00:00:00.2480261
ReverseB,19000,00:00:00.0000335
ReverseXor,19000,00:00:00.0000570
ReverseA,19000,00:00:00.2483787
ReverseB,19000,00:00:00.0000332
ReverseXor,19000,00:00:00.0000679
ReverseA,19000,00:00:00.2473648
ReverseB,19000,00:00:00.0000333
ReverseXor,19000,00:00:00.0000453
